ENSAIO,DIRECAO,VIA,DIST,VARIAVEL,Condition
IRI,VOLTA,CE-350,0.0,5.98,Very Poor
IRI,VOLTA,CE-350,0.2,2.48,Good
IRI,VOLTA,CE-350,0.4,2.72,Fair
IRI,VOLTA,CE-350,0.6,2.81,Fair
IRI,VOLTA,CE-350,0.8,3.75,Poor
IRI,VOLTA,CE-350,1.0,3.46,Fair
IRI,VOLTA,CE-350,1.2,3.07,Fair
IRI,VOLTA,CE-350,1.4,2.78,Fair
IRI,VOLTA,CE-350,1.6,3.68,Poor
IRI,VOLTA,CE-350,1.8,5.9,Very Poor
IRI,VOLTA,CE-350,2.0,3.85,Poor
IRI,VOLTA,CE-350,2.2,3.24,Fair
IRI,VOLTA,CE-350,2.4,2.93,Fair
IRI,VOLTA,CE-350,2.6,3.08,Fair
IRI,VOLTA,CE-350,2.8,3.99,Poor
IRI,VOLTA,CE-350,3.0,3.3,Fair
IRI,VOLTA,CE-350,3.2,3.6,Poor
IRI,VOLTA,CE-350,3.4,4.34,Poor
IRI,VOLTA,CE-350,3.6,4.61,Poor
IRI,VOLTA,CE-350,3.8,6.43,Very Poor
IRI,VOLTA,CE-350,4.0,3.81,Poor
IRI,VOLTA,CE-350,4.2,4.76,Poor
IRI,VOLTA,CE-350,4.4,5.17,Poor
IRI,VOLTA,CE-350,4.6,4.3,Poor
IRI,VOLTA,CE-350,4.8,4.84,Poor
IRI,VOLTA,CE-350,5.0,3.87,Poor
IRI,VOLTA,CE-350,5.2,4.32,Poor
IRI,VOLTA,CE-350,5.4,4.52,Poor
IRI,VOLTA,CE-350,5.6,4.46,Poor
IRI,VOLTA,CE-350,5.8,4.13,Poor
IRI,VOLTA,CE-350,6.0,4.83,Poor
IRI,VOLTA,CE-350,6.2,5.23,Poor
IRI,VOLTA,CE-350,6.4,4.9,Poor
IRI,VOLTA,CE-350,6.6,7.03,Very Poor
IRI,VOLTA,CE-350,6.8,6.8,Very Poor
IRI,VOLTA,CE-350,7.0,7.91,Very Poor
IRI,VOLTA,CE-350,7.6,9.11,Very Poor
IRI,VOLTA,CE-350,7.8,7.95,Very Poor
IRI,VOLTA,CE-350,8.0,5.86,Very Poor
IRI,VOLTA,CE-350,8.2,5.77,Very Poor
IRI,VOLTA,CE-350,8.4,5.56,Very Poor
IRI,VOLTA,CE-350,8.6,5.26,Poor
IRI,VOLTA,CE-350,8.8,5.7,Very Poor
IRI,VOLTA,CE-350,9.0,5.82,Very Poor
IRI,VOLTA,CE-350,9.2,4.74,Poor
IRI,VOLTA,CE-350,9.4,3.99,Poor
IRI,VOLTA,CE-350,9.6,4.13,Poor
IRI,VOLTA,CE-350,9.8,5.02,Poor
IRI,VOLTA,CE-350,10.0,3.7,Poor
IRI,VOLTA,CE-350,10.2,6.58,Very Poor
IRI,VOLTA,CE-350,10.4,3.13,Fair
IRI,VOLTA,CE-350,10.6,4.11,Poor
IRI,VOLTA,CE-350,10.8,3.23,Fair
IRI,VOLTA,CE-350,11.0,3.36,Fair
IRI,VOLTA,CE-350,11.2,2.45,Good
IRI,VOLTA,CE-350,11.4,2.23,Good
IRI,VOLTA,CE-350,11.6,3.33,Fair
IRI,VOLTA,CE-350,11.8,3.11,Fair
IRI,VOLTA,CE-350,12.0,3.02,Fair
IRI,VOLTA,CE-350,12.2,2.21,Good
IRI,VOLTA,CE-350,12.4,2.42,Good
IRI,VOLTA,CE-350,12.6,2.81,Fair
IRI,VOLTA,CE-350,12.8,2.75,Fair
IRI,VOLTA,CE-350,13.0,2.55,Good
IRI,VOLTA,CE-350,13.2,2.61,Good
IRI,VOLTA,CE-350,13.4,2.3,Good
IRI,VOLTA,CE-350,13.6,2.74,Fair
IRI,VOLTA,CE-350,13.8,2.33,Good
IRI,VOLTA,CE-350,14.0,3.21,Fair
IRI,VOLTA,CE-350,14.2,2.64,Good
IRI,VOLTA,CE-350,14.4,2.37,Good
IRI,VOLTA,CE-350,14.6,2.93,Fair
IRI,VOLTA,CE-350,14.8,2.32,Good
IRI,VOLTA,CE-350,15.0,2.7,Good
IRI,VOLTA,CE-350,15.2,2.98,Fair
IRI,VOLTA,CE-350,15.4,2.46,Good
IRI,VOLTA,CE-350,15.6,2.79,Fair
IRI,VOLTA,CE-350,15.8,6.49,Very Poor
IRI,IDA,CE-350,0.0,2.92,Fair
IRI,IDA,CE-350,0.2,2.3,Good
IRI,IDA,CE-350,0.4,2.39,Good
IRI,IDA,CE-350,0.6,2.9,Fair
IRI,IDA,CE-350,0.8,2.29,Good
IRI,IDA,CE-350,1.0,3.06,Fair
IRI,IDA,CE-350,1.2,2.76,Fair
IRI,IDA,CE-350,1.4,2.88,Fair
IRI,IDA,CE-350,1.6,2.57,Good
IRI,IDA,CE-350,1.8,2.85,Fair
IRI,IDA,CE-350,2.0,2.35,Good
IRI,IDA,CE-350,2.2,2.51,Good
IRI,IDA,CE-350,2.4,2.33,Good
IRI,IDA,CE-350,2.6,2.65,Good
IRI,IDA,CE-350,2.8,2.41,Good
IRI,IDA,CE-350,3.0,2.74,Fair
IRI,IDA,CE-350,3.2,3.07,Fair
IRI,IDA,CE-350,3.4,2.48,Good
IRI,IDA,CE-350,3.6,2.88,Fair
IRI,IDA,CE-350,3.8,3.08,Fair
IRI,IDA,CE-350,4.0,2.75,Fair
IRI,IDA,CE-350,4.2,2.94,Fair
IRI,IDA,CE-350,4.4,2.56,Good
IRI,IDA,CE-350,4.6,3.19,Fair
IRI,IDA,CE-350,4.8,3.12,Fair
IRI,IDA,CE-350,5.0,3.11,Fair
IRI,IDA,CE-350,5.2,4.0,Poor
IRI,IDA,CE-350,5.4,3.69,Poor
IRI,IDA,CE-350,5.6,5.55,Very Poor
IRI,IDA,CE-350,5.8,4.48,Poor
IRI,IDA,CE-350,6.0,4.32,Poor
IRI,IDA,CE-350,6.2,4.3,Poor
IRI,IDA,CE-350,6.4,4.57,Poor
IRI,IDA,CE-350,6.6,4.68,Poor
IRI,IDA,CE-350,6.8,5.71,Very Poor
IRI,IDA,CE-350,7.0,4.65,Poor
IRI,IDA,CE-350,7.2,5.5,Poor
IRI,IDA,CE-350,7.4,5.46,Poor
IRI,IDA,CE-350,7.6,6.56,Very Poor
IRI,IDA,CE-350,7.8,4.67,Poor
IRI,IDA,CE-350,8.0,7.95,Very Poor
IRI,IDA,CE-350,8.8,6.89,Very Poor
IRI,IDA,CE-350,9.0,7.49,Very Poor
IRI,IDA,CE-350,9.2,9.29,Very Poor
IRI,IDA,CE-350,9.4,4.65,Poor
IRI,IDA,CE-350,9.6,5.2,Poor
IRI,IDA,CE-350,9.8,5.09,Poor
IRI,IDA,CE-350,10.0,4.37,Poor
IRI,IDA,CE-350,10.2,5.77,Very Poor
IRI,IDA,CE-350,10.4,4.17,Poor
IRI,IDA,CE-350,10.6,4.48,Poor
IRI,IDA,CE-350,10.8,4.15,Poor
IRI,IDA,CE-350,11.0,4.77,Poor
IRI,IDA,CE-350,11.2,3.9,Poor
IRI,IDA,CE-350,11.4,5.56,Very Poor
IRI,IDA,CE-350,11.6,4.13,Poor
IRI,IDA,CE-350,11.8,3.93,Poor
IRI,IDA,CE-350,12.0,5.14,Poor
IRI,IDA,CE-350,12.2,4.26,Poor
IRI,IDA,CE-350,12.4,3.96,Poor
IRI,IDA,CE-350,12.6,3.48,Fair
IRI,IDA,CE-350,12.8,3.91,Poor
IRI,IDA,CE-350,13.0,3.31,Fair
IRI,IDA,CE-350,13.2,2.99,Fair
IRI,IDA,CE-350,13.4,3.19,Fair
IRI,IDA,CE-350,13.6,2.84,Fair
IRI,IDA,CE-350,13.8,3.98,Poor
IRI,IDA,CE-350,14.0,5.0,Poor
IRI,IDA,CE-350,14.2,3.34,Fair
IRI,IDA,CE-350,14.4,3.02,Fair
IRI,IDA,CE-350,14.6,3.16,Fair
IRI,IDA,CE-350,14.8,3.36,Fair
IRI,IDA,CE-350,15.0,3.17,Fair
IRI,IDA,CE-350,15.2,3.02,Fair
IRI,IDA,CE-350,15.4,2.74,Fair
IRI,IDA,CE-350,15.6,2.41,Good
IRI,IDA,CE-417,0.0,3.76,Poor
IRI,IDA,CE-417,0.2,2.45,Good
IRI,IDA,CE-417,0.4,2.81,Fair
IRI,IDA,CE-417,0.6,3.04,Fair
IRI,IDA,CE-417,0.8,3.15,Fair
IRI,IDA,CE-417,1.0,3.3,Fair
IRI,IDA,CE-417,1.2,2.5,Good
IRI,IDA,CE-417,1.4,2.9,Fair
IRI,IDA,CE-417,1.6,3.05,Fair
IRI,IDA,CE-417,1.8,2.42,Good
IRI,IDA,CE-417,2.0,3.24,Fair
IRI,IDA,CE-417,2.2,1.88,Excellent
IRI,IDA,CE-417,2.4,2.03,Good
IRI,IDA,CE-417,2.6,3.09,Fair
IRI,IDA,CE-417,2.8,1.69,Excellent
IRI,IDA,CE-417,3.0,2.58,Good
IRI,IDA,CE-417,3.2,2.25,Good
IRI,IDA,CE-417,3.4,1.88,Excellent
IRI,IDA,CE-417,3.6,1.21,Excellent
IRI,IDA,CE-417,3.8,2.64,Good
IRI,IDA,CE-417,4.0,2.75,Fair
IRI,IDA,CE-417,4.2,3.37,Fair
IRI,IDA,CE-417,4.4,3.55,Poor
IRI,IDA,CE-417,4.6,2.05,Good
IRI,IDA,CE-417,4.8,2.77,Fair
IRI,IDA,CE-417,5.0,3.16,Fair
IRI,IDA,CE-417,5.2,3.27,Fair
IRI,IDA,CE-417,5.4,2.02,Good
IRI,IDA,CE-417,5.6,1.66,Excellent
IRI,IDA,CE-417,5.8,1.56,Excellent
IRI,IDA,CE-417,6.0,2.58,Good
IRI,IDA,CE-417,6.2,2.51,Good
IRI,IDA,CE-417,6.4,2.08,Good
IRI,IDA,CE-417,6.6,2.66,Good
IRI,IDA,CE-417,6.8,2.35,Good
IRI,IDA,CE-417,7.0,1.82,Excellent
IRI,IDA,CE-417,7.2,1.76,Excellent
IRI,IDA,CE-417,7.4,1.8,Excellent
IRI,IDA,CE-417,7.6,1.89,Excellent
IRI,IDA,CE-417,7.8,2.12,Good
IRI,IDA,CE-417,8.0,3.72,Poor
IRI,IDA,CE-417,8.2,2.38,Good
IRI,IDA,CE-417,8.4,5.49,Poor
IRI,IDA,CE-417,8.6,2.53,Good
IRI,IDA,CE-417,8.8,2.36,Good
IRI,IDA,CE-417,9.0,3.9,Poor
IRI,IDA,CE-417,9.2,3.17,Fair
IRI,IDA,CE-417,9.4,5.12,Poor
IRI,IDA,CE-417,9.6,4.88,Poor
IRI,IDA,CE-417,9.8,7.34,Very Poor
IRI,IDA,CE-417,10.0,2.45,Good
IRI,IDA,CE-417,10.2,1.41,Excellent
IRI,IDA,CE-417,10.4,2.55,Good
IRI,IDA,CE-417,10.6,3.32,Fair
IRI,IDA,CE-417,10.8,6.27,Very Poor
IRI,IDA,CE-417,11.0,4.65,Poor
IRI,IDA,CE-417,11.2,1.8,Excellent
IRI,IDA,CE-417,11.4,1.76,Excellent
IRI,IDA,CE-417,11.6,5.16,Poor
IRI,IDA,CE-417,11.8,3.8,Poor
IRI,IDA,CE-417,12.0,2.91,Fair
IRI,IDA,CE-417,12.2,1.94,Excellent
IRI,IDA,CE-417,12.4,2.99,Fair
IRI,IDA,CE-417,12.6,3.45,Fair
IRI,IDA,CE-417,12.8,3.53,Poor
IRI,IDA,CE-417,13.0,2.74,Fair
IRI,IDA,CE-417,13.2,2.99,Fair
IRI,IDA,CE-417,13.4,2.73,Fair
IRI,IDA,CE-417,13.6,2.92,Fair
IRI,IDA,CE-417,13.8,2.7,Good
IRI,IDA,CE-417,14.0,4.54,Poor
IRI,IDA,CE-417,14.2,2.59,Good
IRI,IDA,CE-417,14.4,3.26,Fair
IRI,IDA,CE-417,14.6,2.18,Good
IRI,IDA,CE-417,14.8,2.34,Good
IRI,IDA,CE-417,15.0,4.81,Poor
IRI,IDA,CE-417,15.2,1.85,Excellent
IRI,IDA,CE-417,15.4,2.32,Good
IRI,IDA,CE-417,15.6,2.34,Good
IRI,IDA,CE-417,15.8,2.82,Fair
IRI,IDA,CE-417,16.0,2.92,Fair
IRI,IDA,CE-417,16.2,2.96,Fair
IRI,IDA,CE-417,16.4,2.23,Good
IRI,IDA,CE-417,16.6,2.42,Good
IRI,IDA,CE-417,16.8,2.88,Fair
IRI,IDA,CE-417,17.0,3.36,Fair
IRI,IDA,CE-417,17.2,3.87,Poor
IRI,IDA,CE-417,17.4,4.08,Poor
IRI,IDA,CE-417,17.6,2.88,Fair
IRI,IDA,CE-417,17.8,4.16,Poor
IRI,IDA,CE-417,18.0,4.26,Poor
IRI,IDA,CE-417,18.2,4.81,Poor
IRI,VOLTA,CE-417,0.0,5.19,Poor
IRI,VOLTA,CE-417,0.2,4.34,Poor
IRI,VOLTA,CE-417,0.4,3.09,Fair
IRI,VOLTA,CE-417,0.6,3.13,Fair
IRI,VOLTA,CE-417,0.8,3.25,Fair
IRI,VOLTA,CE-417,1.0,2.89,Fair
IRI,VOLTA,CE-417,1.2,4.02,Poor
IRI,VOLTA,CE-417,1.4,3.84,Poor
IRI,VOLTA,CE-417,1.6,2.21,Good
IRI,VOLTA,CE-417,1.8,2.29,Good
IRI,VOLTA,CE-417,2.0,2.12,Good
IRI,VOLTA,CE-417,2.2,4.07,Poor
IRI,VOLTA,CE-417,2.4,2.32,Good
IRI,VOLTA,CE-417,2.6,2.53,Good
IRI,VOLTA,CE-417,2.8,3.27,Fair
IRI,VOLTA,CE-417,3.0,2.68,Good
IRI,VOLTA,CE-417,3.2,2.75,Fair
IRI,VOLTA,CE-417,3.4,3.01,Fair
IRI,VOLTA,CE-417,3.6,4.43,Poor
IRI,VOLTA,CE-417,3.8,2.95,Fair
IRI,VOLTA,CE-417,4.0,3.09,Fair
IRI,VOLTA,CE-417,4.2,2.71,Fair
IRI,VOLTA,CE-417,4.4,3.87,Poor
IRI,VOLTA,CE-417,4.6,5.82,Very Poor
IRI,VOLTA,CE-417,4.8,3.45,Fair
IRI,VOLTA,CE-417,5.0,3.33,Fair
IRI,VOLTA,CE-417,5.2,2.91,Fair
IRI,VOLTA,CE-417,5.4,3.44,Fair
IRI,VOLTA,CE-417,5.6,3.57,Poor
IRI,VOLTA,CE-417,5.8,3.72,Poor
IRI,VOLTA,CE-417,6.0,3.73,Poor
IRI,VOLTA,CE-417,6.2,3.05,Fair
IRI,VOLTA,CE-417,6.4,2.81,Fair
IRI,VOLTA,CE-417,6.6,3.6,Poor
IRI,VOLTA,CE-417,6.8,4.65,Poor
IRI,VOLTA,CE-417,7.0,1.29,Excellent
IRI,VOLTA,CE-417,7.2,2.03,Good
IRI,VOLTA,CE-417,7.4,4.93,Poor
IRI,VOLTA,CE-417,7.6,5.6,Very Poor
IRI,VOLTA,CE-417,7.8,4.77,Poor
IRI,VOLTA,CE-417,8.0,4.84,Poor
IRI,VOLTA,CE-417,8.2,1.51,Excellent
IRI,VOLTA,CE-417,8.4,1.48,Excellent
IRI,VOLTA,CE-417,8.6,2.84,Fair
IRI,VOLTA,CE-417,8.8,4.3,Poor
IRI,VOLTA,CE-417,9.0,4.45,Poor
IRI,VOLTA,CE-417,9.2,5.03,Poor
IRI,VOLTA,CE-417,9.4,3.8,Poor
IRI,VOLTA,CE-417,9.6,4.48,Poor
IRI,VOLTA,CE-417,9.8,3.96,Poor
IRI,VOLTA,CE-417,10.0,2.95,Fair
IRI,VOLTA,CE-417,10.2,5.99,Very Poor
IRI,VOLTA,CE-417,10.4,5.45,Poor
IRI,VOLTA,CE-417,10.6,2.31,Good
IRI,VOLTA,CE-417,10.8,2.52,Good
IRI,VOLTA,CE-417,11.0,1.55,Excellent
IRI,VOLTA,CE-417,11.2,2.28,Good
IRI,VOLTA,CE-417,11.4,2.35,Good
IRI,VOLTA,CE-417,11.6,2.16,Good
IRI,VOLTA,CE-417,11.8,2.4,Good
IRI,VOLTA,CE-417,12.0,2.08,Good
IRI,VOLTA,CE-417,12.2,3.54,Poor
IRI,VOLTA,CE-417,12.4,2.05,Good
IRI,VOLTA,CE-417,12.6,1.77,Excellent
IRI,VOLTA,CE-417,12.8,1.96,Excellent
IRI,VOLTA,CE-417,13.0,2.81,Fair
IRI,VOLTA,CE-417,13.2,2.65,Good
IRI,VOLTA,CE-417,13.4,2.64,Good
IRI,VOLTA,CE-417,13.6,3.53,Poor
IRI,VOLTA,CE-417,13.8,2.46,Good
IRI,VOLTA,CE-417,14.0,3.48,Fair
IRI,VOLTA,CE-417,14.2,2.95,Fair
IRI,VOLTA,CE-417,14.4,3.01,Fair
IRI,VOLTA,CE-417,14.6,2.87,Fair
IRI,VOLTA,CE-417,14.8,2.12,Good
IRI,VOLTA,CE-417,15.0,2.82,Fair
IRI,VOLTA,CE-417,15.2,2.86,Fair
IRI,VOLTA,CE-417,15.4,2.8,Fair
IRI,VOLTA,CE-417,15.6,1.69,Excellent
IRI,VOLTA,CE-417,15.8,3.08,Fair
IRI,VOLTA,CE-417,16.0,1.58,Excellent
IRI,VOLTA,CE-417,16.2,1.82,Excellent
IRI,VOLTA,CE-417,16.4,3.55,Poor
IRI,VOLTA,CE-417,16.6,2.58,Good
IRI,VOLTA,CE-417,16.8,3.11,Fair
IRI,VOLTA,CE-417,17.0,3.08,Fair
IRI,VOLTA,CE-417,17.2,3.29,Fair
IRI,VOLTA,CE-417,17.4,2.83,Fair
IRI,VOLTA,CE-417,17.6,3.29,Fair
IRI,VOLTA,CE-417,17.8,3.14,Fair
IRI,VOLTA,CE-417,18.0,2.65,Good
IRI,VOLTA,CE-417,18.2,1.66,Excellent
IRI,IDA,CE-155,0.0,3.03,Fair
IRI,IDA,CE-155,0.2,1.41,Excellent
IRI,IDA,CE-155,0.4,1.38,Excellent
IRI,IDA,CE-155,0.6,1.36,Excellent
IRI,IDA,CE-155,0.8,1.18,Excellent
IRI,IDA,CE-155,1.0,1.43,Excellent
IRI,IDA,CE-155,1.2,1.42,Excellent
IRI,IDA,CE-155,1.4,1.21,Excellent
IRI,IDA,CE-155,1.6,1.41,Excellent
IRI,IDA,CE-155,1.8,1.18,Excellent
IRI,IDA,CE-155,2.0,1.04,Excellent
IRI,IDA,CE-155,2.2,1.4,Excellent
IRI,IDA,CE-155,2.4,2.35,Good
IRI,IDA,CE-155,2.6,1.91,Excellent
IRI,IDA,CE-155,2.8,1.54,Excellent
IRI,IDA,CE-155,3.0,1.66,Excellent
IRI,IDA,CE-155,3.2,1.67,Excellent
IRI,IDA,CE-155,3.4,1.31,Excellent
IRI,IDA,CE-155,3.6,1.55,Excellent
IRI,IDA,CE-155,3.8,2.31,Good
IRI,IDA,CE-155,4.0,2.26,Good
IRI,IDA,CE-155,4.2,1.4,Excellent
IRI,IDA,CE-155,4.4,1.37,Excellent
IRI,IDA,CE-155,4.6,1.25,Excellent
IRI,IDA,CE-155,4.8,1.3,Excellent
IRI,IDA,CE-155,5.0,1.74,Excellent
IRI,IDA,CE-155,5.2,1.29,Excellent
IRI,IDA,CE-155,5.4,1.2,Excellent
IRI,IDA,CE-155,5.6,1.24,Excellent
IRI,IDA,CE-155,5.8,1.45,Excellent
IRI,IDA,CE-155,6.0,1.36,Excellent
IRI,IDA,CE-155,6.2,1.58,Excellent
IRI,IDA,CE-155,6.4,1.56,Excellent
IRI,IDA,CE-155,6.6,1.82,Excellent
IRI,IDA,CE-155,6.8,1.85,Excellent
IRI,IDA,CE-155,7.0,1.94,Excellent
IRI,IDA,CE-155,7.2,1.75,Excellent
IRI,IDA,CE-155,7.4,1.39,Excellent
IRI,IDA,CE-155,7.6,1.61,Excellent
IRI,IDA,CE-155,7.8,1.19,Excellent
IRI,IDA,CE-155,8.0,1.56,Excellent
IRI,IDA,CE-155,8.2,1.82,Excellent
IRI,IDA,CE-155,8.4,1.47,Excellent
IRI,IDA,CE-155,8.6,1.33,Excellent
IRI,IDA,CE-155,8.8,1.28,Excellent
IRI,IDA,CE-155,9.0,1.39,Excellent
IRI,IDA,CE-155,9.2,1.29,Excellent
IRI,IDA,CE-155,9.4,1.45,Excellent
IRI,IDA,CE-155,9.6,1.65,Excellent
IRI,IDA,CE-155,9.8,1.88,Excellent
IRI,IDA,CE-155,10.0,1.31,Excellent
IRI,IDA,CE-155,10.2,1.44,Excellent
IRI,IDA,CE-155,10.4,1.2,Excellent
IRI,IDA,CE-155,10.6,1.51,Excellent
IRI,IDA,CE-155,10.8,1.31,Excellent
IRI,IDA,CE-155,11.0,1.38,Excellent
IRI,IDA,CE-155,11.2,1.79,Excellent
IRI,IDA,CE-155,11.4,1.24,Excellent
IRI,IDA,CE-155,11.6,1.44,Excellent
IRI,IDA,CE-155,11.8,1.31,Excellent
IRI,IDA,CE-155,12.0,1.58,Excellent
IRI,IDA,CE-155,12.2,1.59,Excellent
IRI,IDA,CE-155,12.4,1.45,Excellent
IRI,IDA,CE-155,12.6,1.22,Excellent
IRI,IDA,CE-155,12.8,2.41,Good
IRI,IDA,CE-155,13.0,1.84,Excellent
IRI,IDA,CE-155,13.2,1.46,Excellent
IRI,IDA,CE-155,13.4,1.53,Excellent
IRI,IDA,CE-155,13.6,1.97,Excellent
IRI,IDA,CE-155,13.8,2.05,Good
IRI,IDA,CE-155,14.0,1.57,Excellent
IRI,IDA,CE-155,14.2,1.48,Excellent
IRI,IDA,CE-155,14.4,1.66,Excellent
IRI,IDA,CE-155,14.6,1.37,Excellent
IRI,IDA,CE-155,14.8,1.37,Excellent
IRI,IDA,CE-155,15.0,1.0,Excellent
IRI,IDA,CE-155,15.2,1.77,Excellent
IRI,IDA,CE-155,15.4,1.52,Excellent
IRI,IDA,CE-155,15.6,1.46,Excellent
IRI,IDA,CE-155,15.8,1.92,Excellent
IRI,IDA,CE-155,16.0,1.49,Excellent
IRI,IDA,CE-155,16.2,1.41,Excellent
IRI,IDA,CE-155,16.4,1.65,Excellent
IRI,IDA,CE-155,16.6,1.32,Excellent
IRI,IDA,CE-155,16.8,1.21,Excellent
IRI,IDA,CE-155,17.0,1.9,Excellent
IRI,IDA,CE-155,17.2,2.12,Good
IRI,IDA,CE-155,17.4,1.56,Excellent
IRI,IDA,CE-155,17.6,1.29,Excellent
IRI,IDA,CE-155,17.8,1.15,Excellent
IRI,IDA,CE-155,18.0,1.67,Excellent
IRI,IDA,CE-155,18.2,2.13,Good
IRI,IDA,CE-155,18.4,1.28,Excellent
IRI,IDA,CE-155,18.6,1.57,Excellent
IRI,IDA,CE-155,18.8,1.41,Excellent
IRI,IDA,CE-155,19.0,1.6,Excellent
IRI,IDA,CE-155,19.2,1.95,Excellent
IRI,IDA,CE-155,19.4,2.29,Good
IRI,IDA,CE-155,19.6,7.64,Very Poor
IRI,VOLTA,CE-155,0.0,4.77,Poor
IRI,VOLTA,CE-155,0.2,4.51,Poor
IRI,VOLTA,CE-155,0.4,6.82,Very Poor
IRI,VOLTA,CE-155,0.6,8.47,Very Poor
IRI,VOLTA,CE-155,1.0,4.63,Poor
IRI,VOLTA,CE-155,1.2,2.29,Good
IRI,VOLTA,CE-155,1.4,1.08,Excellent
IRI,VOLTA,CE-155,1.6,1.31,Excellent
IRI,VOLTA,CE-155,1.8,1.18,Excellent
IRI,VOLTA,CE-155,2.0,1.92,Excellent
IRI,VOLTA,CE-155,2.2,1.98,Excellent
IRI,VOLTA,CE-155,2.4,1.22,Excellent
IRI,VOLTA,CE-155,2.6,1.15,Excellent
IRI,VOLTA,CE-155,2.8,1.44,Excellent
IRI,VOLTA,CE-155,3.0,1.86,Excellent
IRI,VOLTA,CE-155,3.2,1.37,Excellent
IRI,VOLTA,CE-155,3.4,1.29,Excellent
IRI,VOLTA,CE-155,3.6,2.02,Good
IRI,VOLTA,CE-155,3.8,1.67,Excellent
IRI,VOLTA,CE-155,4.0,1.26,Excellent
IRI,VOLTA,CE-155,4.2,2.07,Good
IRI,VOLTA,CE-155,4.4,1.12,Excellent
IRI,VOLTA,CE-155,4.6,1.73,Excellent
IRI,VOLTA,CE-155,4.8,1.89,Excellent
IRI,VOLTA,CE-155,5.0,1.34,Excellent
IRI,VOLTA,CE-155,5.2,1.57,Excellent
IRI,VOLTA,CE-155,5.4,1.49,Excellent
IRI,VOLTA,CE-155,5.6,1.73,Excellent
IRI,VOLTA,CE-155,5.8,1.57,Excellent
IRI,VOLTA,CE-155,6.0,1.38,Excellent
IRI,VOLTA,CE-155,6.2,1.29,Excellent
IRI,VOLTA,CE-155,6.4,1.29,Excellent
IRI,VOLTA,CE-155,6.6,1.35,Excellent
IRI,VOLTA,CE-155,6.8,1.43,Excellent
IRI,VOLTA,CE-155,7.0,1.85,Excellent
IRI,VOLTA,CE-155,7.2,1.6,Excellent
IRI,VOLTA,CE-155,7.4,1.88,Excellent
IRI,VOLTA,CE-155,7.6,1.79,Excellent
IRI,VOLTA,CE-155,7.8,1.3,Excellent
IRI,VOLTA,CE-155,8.0,1.35,Excellent
IRI,VOLTA,CE-155,8.2,1.26,Excellent
IRI,VOLTA,CE-155,8.4,1.5,Excellent
IRI,VOLTA,CE-155,8.6,1.14,Excellent
IRI,VOLTA,CE-155,8.8,1.08,Excellent
IRI,VOLTA,CE-155,9.0,1.22,Excellent
IRI,VOLTA,CE-155,9.2,1.41,Excellent
IRI,VOLTA,CE-155,9.4,1.19,Excellent
IRI,VOLTA,CE-155,9.6,1.06,Excellent
IRI,VOLTA,CE-155,9.8,1.16,Excellent
IRI,VOLTA,CE-155,10.0,1.06,Excellent
IRI,VOLTA,CE-155,10.2,1.27,Excellent
IRI,VOLTA,CE-155,10.4,1.22,Excellent
IRI,VOLTA,CE-155,10.6,1.47,Excellent
IRI,VOLTA,CE-155,10.8,1.2,Excellent
IRI,VOLTA,CE-155,11.0,1.49,Excellent
IRI,VOLTA,CE-155,11.2,1.17,Excellent
IRI,VOLTA,CE-155,11.4,1.68,Excellent
IRI,VOLTA,CE-155,11.6,1.31,Excellent
IRI,VOLTA,CE-155,11.8,1.49,Excellent
IRI,VOLTA,CE-155,12.0,1.2,Excellent
IRI,VOLTA,CE-155,12.2,1.23,Excellent
IRI,VOLTA,CE-155,12.4,1.18,Excellent
IRI,VOLTA,CE-155,12.6,1.55,Excellent
IRI,VOLTA,CE-155,12.8,1.23,Excellent
IRI,VOLTA,CE-155,13.0,1.54,Excellent
IRI,VOLTA,CE-155,13.2,1.25,Excellent
IRI,VOLTA,CE-155,13.4,1.19,Excellent
IRI,VOLTA,CE-155,13.6,1.34,Excellent
IRI,VOLTA,CE-155,13.8,1.19,Excellent
IRI,VOLTA,CE-155,14.0,1.24,Excellent
IRI,VOLTA,CE-155,14.2,1.69,Excellent
IRI,VOLTA,CE-155,14.4,1.39,Excellent
IRI,VOLTA,CE-155,14.6,1.5,Excellent
IRI,VOLTA,CE-155,14.8,1.6,Excellent
IRI,VOLTA,CE-155,15.0,1.89,Excellent
IRI,VOLTA,CE-155,15.2,1.38,Excellent
IRI,VOLTA,CE-155,15.4,1.59,Excellent
IRI,VOLTA,CE-155,15.6,2.24,Good
IRI,VOLTA,CE-155,15.8,2.1,Good
IRI,VOLTA,CE-155,16.0,2.59,Good
IRI,VOLTA,CE-155,16.2,2.1,Good
IRI,VOLTA,CE-155,16.4,2.46,Good
IRI,VOLTA,CE-155,16.6,3.7,Poor
IRI,VOLTA,CE-155,16.8,3.04,Fair
IRI,VOLTA,CE-155,17.0,2.07,Good
IRI,VOLTA,CE-155,17.2,2.39,Good
IRI,VOLTA,CE-155,17.4,1.55,Excellent
IRI,VOLTA,CE-155,17.6,1.42,Excellent
IRI,VOLTA,CE-155,17.8,1.59,Excellent
IRI,VOLTA,CE-155,18.0,1.27,Excellent
IRI,VOLTA,CE-155,18.2,1.44,Excellent
IRI,VOLTA,CE-155,18.4,1.58,Excellent
IRI,VOLTA,CE-155,18.6,1.27,Excellent
IRI,VOLTA,CE-155,18.8,1.33,Excellent
