ENSAIO,DIRECAO,VIA,DIST,VARIAVEL,Condition
IRI,IDA,CE-448,16.74,2.78,Fair
IRI,IDA,CE-448,16.76,2.05,Good
IRI,IDA,CE-448,16.78,2.37,Good
IRI,IDA,CE-448,16.8,1.62,Excellent
IRI,IDA,CE-448,16.82,2.4,Good
IRI,IDA,CE-448,16.84,1.93,Excellent
IRI,IDA,CE-448,16.86,2.31,Good
IRI,IDA,CE-448,16.88,1.81,Excellent
IRI,IDA,CE-448,16.9,3.53,Poor
IRI,IDA,CE-448,16.92,2.4,Good
IRI,IDA,CE-448,16.94,2.82,Fair
IRI,IDA,CE-448,16.96,2.12,Good
IRI,IDA,CE-448,16.98,2.28,Good
IRI,IDA,CE-448,17.0,3.81,Poor
IRI,IDA,CE-448,17.02,3.15,Fair
IRI,IDA,CE-448,17.04,2.68,Good
IRI,IDA,CE-448,17.06,1.84,Excellent
IRI,IDA,CE-448,17.08,2.13,Good
IRI,IDA,CE-448,17.1,1.86,Excellent
IRI,IDA,CE-448,17.12,1.77,Excellent
IRI,IDA,CE-448,17.14,1.28,Excellent
IRI,IDA,CE-448,17.16,1.9,Excellent
IRI,IDA,CE-448,17.18,1.79,Excellent
IRI,IDA,CE-448,17.2,1.55,Excellent
IRI,IDA,CE-448,17.22,1.25,Excellent
IRI,IDA,CE-448,17.24,1.74,Excellent
IRI,IDA,CE-448,17.26,1.73,Excellent
IRI,IDA,CE-448,17.28,2.19,Good
IRI,IDA,CE-448,17.3,2.45,Good
IRI,IDA,CE-448,17.32,1.87,Excellent
IRI,IDA,CE-448,17.34,2.6,Good
IRI,IDA,CE-448,17.36,1.88,Excellent
IRI,IDA,CE-448,17.38,1.4,Excellent
IRI,IDA,CE-448,17.4,1.46,Excellent
IRI,IDA,CE-448,17.42,1.84,Excellent
IRI,IDA,CE-448,17.44,1.92,Excellent
IRI,IDA,CE-448,17.46,2.01,Good
IRI,IDA,CE-448,17.48,1.48,Excellent
IRI,IDA,CE-448,17.5,1.77,Excellent
IRI,IDA,CE-448,17.52,1.37,Excellent
IRI,IDA,CE-448,17.54,1.81,Excellent
IRI,IDA,CE-448,17.56,1.93,Excellent
IRI,IDA,CE-448,17.58,2.7,Good
IRI,IDA,CE-448,17.6,1.68,Excellent
IRI,IDA,CE-448,17.62,2.55,Good
IRI,IDA,CE-448,17.64,2.4,Good
IRI,IDA,CE-448,17.66,3.12,Fair
IRI,IDA,CE-448,17.68,2.71,Fair
IRI,IDA,CE-448,17.7,5.33,Poor
IRI,IDA,CE-448,17.72,4.72,Poor
IRI,IDA,CE-448,17.74,4.61,Poor
IRI,IDA,CE-448,17.76,3.42,Fair
IRI,IDA,CE-448,17.78,3.15,Fair
IRI,IDA,CE-448,17.8,2.33,Good
IRI,IDA,CE-448,17.82,2.25,Good
IRI,IDA,CE-448,17.84,3.08,Fair
IRI,IDA,CE-448,17.86,4.18,Poor
IRI,IDA,CE-448,17.88,5.48,Poor
IRI,IDA,CE-448,17.9,3.22,Fair
IRI,IDA,CE-448,17.92,2.67,Good
IRI,IDA,CE-448,17.94,1.58,Excellent
IRI,IDA,CE-448,17.96,1.81,Excellent
IRI,IDA,CE-448,17.98,1.51,Excellent
IRI,IDA,CE-448,18.0,1.72,Excellent
IRI,IDA,CE-448,18.02,1.99,Excellent
IRI,IDA,CE-448,18.04,2.43,Good
IRI,IDA,CE-448,18.06,2.8,Fair
IRI,IDA,CE-448,18.08,2.5,Good
IRI,IDA,CE-448,18.1,3.49,Fair
IRI,IDA,CE-448,18.12,1.89,Excellent
IRI,IDA,CE-448,18.14,2.55,Good
IRI,IDA,CE-448,18.16,1.67,Excellent
IRI,IDA,CE-448,18.18,2.24,Good
IRI,IDA,CE-448,18.2,3.92,Poor
IRI,IDA,CE-448,18.22,2.95,Fair
IRI,IDA,CE-448,18.24,2.38,Good
IRI,IDA,CE-448,18.26,1.67,Excellent
IRI,IDA,CE-448,18.28,2.09,Good
IRI,IDA,CE-448,18.3,2.1,Good
IRI,IDA,CE-448,18.32,2.47,Good
IRI,IDA,CE-448,18.34,1.89,Excellent
IRI,IDA,CE-448,18.36,2.13,Good
IRI,IDA,CE-448,18.38,1.95,Excellent
IRI,IDA,CE-448,18.4,1.89,Excellent
IRI,IDA,CE-448,18.42,2.09,Good
IRI,IDA,CE-448,18.44,3.38,Fair
IRI,IDA,CE-448,18.46,3.98,Poor
IRI,IDA,CE-448,18.48,1.89,Excellent
IRI,IDA,CE-448,18.5,2.0,Excellent
IRI,IDA,CE-448,18.52,1.85,Excellent
IRI,IDA,CE-448,18.54,1.38,Excellent
IRI,IDA,CE-448,18.56,1.41,Excellent
IRI,IDA,CE-448,18.58,1.89,Excellent
IRI,IDA,CE-448,18.6,1.91,Excellent
IRI,IDA,CE-448,18.62,1.94,Excellent
IRI,IDA,CE-448,18.64,2.14,Good
IRI,IDA,CE-448,18.66,1.6,Excellent
IRI,IDA,CE-448,18.68,1.11,Excellent
IRI,IDA,CE-448,18.7,2.06,Good
IRI,IDA,CE-448,18.72,1.77,Excellent
IRI,IDA,CE-448,18.74,1.97,Excellent
IRI,IDA,CE-448,18.76,1.89,Excellent
IRI,IDA,CE-448,18.78,2.19,Good
IRI,IDA,CE-448,18.8,2.56,Good
IRI,IDA,CE-448,18.82,1.57,Excellent
IRI,IDA,CE-448,18.84,2.42,Good
IRI,IDA,CE-448,18.86,1.65,Excellent
IRI,IDA,CE-448,18.88,2.47,Good
IRI,IDA,CE-448,18.9,1.63,Excellent
IRI,IDA,CE-448,18.92,1.01,Excellent
IRI,IDA,CE-448,18.94,2.1,Good
IRI,IDA,CE-448,18.96,1.91,Excellent
IRI,IDA,CE-448,18.98,2.33,Good
IRI,IDA,CE-448,19.0,5.25,Poor
IRI,IDA,CE-448,19.02,1.79,Excellent
IRI,IDA,CE-448,19.04,1.94,Excellent
IRI,IDA,CE-448,19.06,1.92,Excellent
IRI,IDA,CE-448,19.08,1.65,Excellent
IRI,IDA,CE-448,19.1,2.19,Good
IRI,IDA,CE-448,19.12,3.18,Fair
IRI,IDA,CE-448,19.14,2.28,Good
IRI,IDA,CE-448,19.16,2.59,Good
IRI,IDA,CE-448,19.18,3.0,Fair
IRI,IDA,CE-448,19.2,3.01,Fair
IRI,IDA,CE-448,19.22,2.51,Good
IRI,IDA,CE-448,19.24,1.52,Excellent
IRI,IDA,CE-448,19.26,1.83,Excellent
IRI,IDA,CE-448,19.28,2.93,Fair
IRI,IDA,CE-448,19.3,4.31,Poor
IRI,IDA,CE-448,19.32,2.79,Fair
IRI,IDA,CE-448,19.34,1.27,Excellent
IRI,IDA,CE-448,19.36,1.9,Excellent
IRI,IDA,CE-448,19.38,1.58,Excellent
IRI,IDA,CE-448,19.4,1.51,Excellent
IRI,IDA,CE-448,19.42,1.33,Excellent
IRI,IDA,CE-448,19.44,1.97,Excellent
IRI,IDA,CE-448,19.46,1.42,Excellent
IRI,IDA,CE-448,19.48,2.27,Good
IRI,IDA,CE-448,19.5,2.82,Fair
IRI,IDA,CE-448,19.52,4.69,Poor
IRI,IDA,CE-448,19.54,2.41,Good
IRI,IDA,CE-448,19.56,3.38,Fair
IRI,IDA,CE-448,19.58,2.18,Good
IRI,IDA,CE-448,19.6,2.53,Good
IRI,IDA,CE-448,19.62,3.11,Fair
IRI,IDA,CE-448,19.64,2.14,Good
IRI,IDA,CE-448,19.66,1.93,Excellent
IRI,IDA,CE-448,19.68,2.04,Good
IRI,IDA,CE-448,19.7,2.19,Good
IRI,IDA,CE-448,19.72,2.97,Fair
IRI,IDA,CE-448,19.74,2.26,Good
IRI,IDA,CE-448,19.76,1.71,Excellent
IRI,IDA,CE-448,19.78,2.68,Good
IRI,IDA,CE-448,19.8,2.54,Good
IRI,IDA,CE-448,19.82,2.01,Good
IRI,IDA,CE-448,19.84,3.02,Fair
IRI,IDA,CE-448,19.86,2.78,Fair
IRI,IDA,CE-448,19.88,2.79,Fair
IRI,IDA,CE-448,19.9,3.09,Fair
IRI,IDA,CE-448,19.92,4.19,Poor
IRI,IDA,CE-448,19.94,2.15,Good
IRI,IDA,CE-448,19.96,3.07,Fair
IRI,IDA,CE-448,19.98,2.63,Good
IRI,IDA,CE-448,20.0,2.43,Good
IRI,IDA,CE-448,20.02,3.02,Fair
IRI,IDA,CE-448,20.04,4.02,Poor
IRI,IDA,CE-448,20.06,2.57,Good
IRI,IDA,CE-448,20.08,4.55,Poor
IRI,IDA,CE-448,20.1,2.49,Good
IRI,IDA,CE-448,20.12,4.37,Poor
IRI,IDA,CE-448,20.14,2.52,Good
IRI,IDA,CE-448,20.16,1.92,Excellent
IRI,IDA,CE-448,20.18,2.28,Good
IRI,IDA,CE-448,20.2,1.72,Excellent
IRI,IDA,CE-448,20.22,2.53,Good
IRI,IDA,CE-448,20.24,3.84,Poor
IRI,IDA,CE-448,20.26,4.89,Poor
IRI,IDA,CE-448,20.28,3.57,Poor
IRI,IDA,CE-448,20.3,2.2,Good
IRI,IDA,CE-448,20.32,3.28,Fair
IRI,IDA,CE-448,20.34,3.63,Poor
IRI,IDA,CE-448,20.36,3.51,Poor
IRI,IDA,CE-448,20.38,3.28,Fair
IRI,IDA,CE-448,20.4,1.83,Excellent
IRI,IDA,CE-448,20.42,2.25,Good
IRI,IDA,CE-448,20.44,1.69,Excellent
IRI,IDA,CE-448,20.46,1.98,Excellent
IRI,IDA,CE-448,20.48,2.58,Good
IRI,IDA,CE-448,20.5,3.43,Fair
IRI,IDA,CE-448,20.52,3.86,Poor
IRI,IDA,CE-448,20.54,3.59,Poor
IRI,IDA,CE-448,20.56,5.73,Very Poor
IRI,IDA,CE-448,20.58,3.55,Poor
IRI,IDA,CE-448,20.6,3.58,Poor
IRI,IDA,CE-448,20.62,3.54,Poor
IRI,IDA,CE-448,20.64,2.76,Fair
IRI,IDA,CE-448,20.66,2.54,Good
IRI,IDA,CE-448,20.68,3.27,Fair
IRI,IDA,CE-448,20.7,2.03,Good
IRI,IDA,CE-448,20.72,2.88,Fair
IRI,IDA,CE-448,20.74,2.59,Good
IRI,IDA,CE-448,20.76,2.71,Fair
IRI,IDA,CE-448,20.78,2.32,Good
IRI,IDA,CE-448,20.8,3.1,Fair
IRI,IDA,CE-448,20.82,2.09,Good
IRI,IDA,CE-448,20.84,2.87,Fair
IRI,IDA,CE-448,20.86,3.73,Poor
IRI,IDA,CE-448,20.88,1.41,Excellent
IRI,IDA,CE-448,20.9,1.67,Excellent
IRI,IDA,CE-448,20.92,1.96,Excellent
IRI,IDA,CE-448,20.94,1.83,Excellent
IRI,IDA,CE-448,20.96,2.25,Good
IRI,IDA,CE-448,20.98,2.76,Fair
IRI,IDA,CE-448,21.0,2.14,Good
IRI,IDA,CE-448,21.02,1.87,Excellent
IRI,IDA,CE-448,21.04,1.57,Excellent
IRI,IDA,CE-448,21.06,1.79,Excellent
IRI,IDA,CE-448,21.08,2.4,Good
IRI,IDA,CE-448,21.1,2.83,Fair
IRI,IDA,CE-448,21.12,2.03,Good
IRI,IDA,CE-448,21.14,1.89,Excellent
IRI,IDA,CE-448,21.16,2.61,Good
IRI,IDA,CE-448,21.18,2.51,Good
IRI,IDA,CE-448,21.2,2.87,Fair
IRI,IDA,CE-448,21.22,2.02,Good
IRI,IDA,CE-448,21.24,1.37,Excellent
IRI,IDA,CE-448,21.26,1.6,Excellent
IRI,IDA,CE-448,21.28,2.49,Good
IRI,IDA,CE-448,21.3,2.13,Good
IRI,IDA,CE-448,21.32,1.88,Excellent
IRI,IDA,CE-448,21.34,2.59,Good
IRI,IDA,CE-448,21.36,2.2,Good
IRI,IDA,CE-448,21.38,1.59,Excellent
IRI,IDA,CE-448,21.4,2.09,Good
IRI,IDA,CE-448,21.42,1.8,Excellent
IRI,IDA,CE-448,21.44,2.38,Good
IRI,IDA,CE-448,21.46,1.83,Excellent
IRI,IDA,CE-448,21.48,1.65,Excellent
IRI,IDA,CE-448,21.5,1.28,Excellent
IRI,IDA,CE-448,21.52,1.74,Excellent
IRI,IDA,CE-448,21.54,1.46,Excellent
IRI,IDA,CE-448,21.56,1.73,Excellent
IRI,IDA,CE-448,21.58,1.73,Excellent
IRI,IDA,CE-448,21.6,3.43,Fair
IRI,IDA,CE-448,21.62,3.24,Fair
IRI,IDA,CE-448,21.64,1.81,Excellent
IRI,IDA,CE-448,21.66,2.41,Good
IRI,IDA,CE-448,21.68,1.97,Excellent
IRI,IDA,CE-448,21.7,1.57,Excellent
IRI,IDA,CE-448,21.72,1.78,Excellent
IRI,IDA,CE-448,21.74,1.8,Excellent
IRI,IDA,CE-448,21.76,1.87,Excellent
IRI,IDA,CE-448,21.78,1.51,Excellent
IRI,IDA,CE-448,21.8,1.66,Excellent
IRI,IDA,CE-448,21.82,2.79,Fair
IRI,IDA,CE-448,21.84,1.33,Excellent
IRI,IDA,CE-448,21.86,1.53,Excellent
IRI,IDA,CE-448,21.88,1.67,Excellent
IRI,IDA,CE-448,21.9,1.66,Excellent
IRI,IDA,CE-448,21.92,2.55,Good
IRI,IDA,CE-448,21.94,1.47,Excellent
IRI,IDA,CE-448,21.96,1.47,Excellent
IRI,IDA,CE-448,21.98,1.21,Excellent
IRI,IDA,CE-448,22.0,1.56,Excellent
IRI,IDA,CE-448,22.02,2.43,Good
IRI,IDA,CE-448,22.04,1.1,Excellent
IRI,IDA,CE-448,22.06,1.47,Excellent
IRI,IDA,CE-448,22.08,1.74,Excellent
IRI,IDA,CE-448,22.1,1.9,Excellent
IRI,IDA,CE-448,22.12,2.59,Good
IRI,IDA,CE-448,22.14,2.27,Good
IRI,IDA,CE-448,22.16,2.12,Good
IRI,IDA,CE-448,22.18,1.59,Excellent
IRI,IDA,CE-448,22.2,1.96,Excellent
IRI,IDA,CE-448,22.22,2.11,Good
IRI,IDA,CE-448,22.24,2.63,Good
IRI,IDA,CE-448,22.26,1.79,Excellent
IRI,IDA,CE-448,22.28,2.89,Fair
IRI,IDA,CE-448,22.3,2.27,Good
IRI,IDA,CE-448,22.32,1.92,Excellent
IRI,IDA,CE-448,22.34,1.94,Excellent
IRI,IDA,CE-448,22.36,1.79,Excellent
IRI,IDA,CE-448,22.38,2.69,Good
IRI,IDA,CE-448,22.4,1.93,Excellent
IRI,IDA,CE-448,22.42,1.59,Excellent
IRI,IDA,CE-448,22.44,1.71,Excellent
IRI,IDA,CE-448,22.46,2.45,Good
IRI,IDA,CE-448,22.48,3.31,Fair
IRI,IDA,CE-448,22.5,2.17,Good
IRI,IDA,CE-448,22.52,2.1,Good
IRI,IDA,CE-448,22.54,1.57,Excellent
IRI,IDA,CE-448,22.56,1.61,Excellent
IRI,IDA,CE-448,22.58,1.59,Excellent
IRI,IDA,CE-448,22.6,2.03,Good
IRI,IDA,CE-448,22.62,2.44,Good
IRI,IDA,CE-448,22.64,2.33,Good
IRI,IDA,CE-448,22.66,1.74,Excellent
IRI,IDA,CE-448,22.68,4.61,Poor
IRI,IDA,CE-448,22.7,2.08,Good
IRI,IDA,CE-448,22.72,1.52,Excellent
IRI,IDA,CE-448,22.74,1.65,Excellent
IRI,IDA,CE-448,22.76,1.58,Excellent
IRI,IDA,CE-448,22.78,1.53,Excellent
IRI,IDA,CE-448,22.8,1.83,Excellent
IRI,IDA,CE-448,22.82,1.94,Excellent
IRI,IDA,CE-448,22.84,2.14,Good
IRI,IDA,CE-448,22.86,1.76,Excellent
IRI,IDA,CE-448,22.88,1.67,Excellent
IRI,IDA,CE-448,22.9,3.43,Fair
IRI,IDA,CE-448,22.92,5.16,Poor
IRI,IDA,CE-448,22.94,2.46,Good
IRI,IDA,CE-448,22.96,2.9,Fair
IRI,IDA,CE-448,22.98,2.94,Fair
IRI,IDA,CE-448,23.0,1.93,Excellent
IRI,IDA,CE-448,23.02,1.72,Excellent
IRI,IDA,CE-448,23.04,2.6,Good
IRI,IDA,CE-448,23.06,3.23,Fair
IRI,IDA,CE-448,23.08,2.25,Good
IRI,IDA,CE-448,23.1,1.42,Excellent
IRI,IDA,CE-448,23.12,3.83,Poor
IRI,IDA,CE-448,23.14,3.67,Poor
IRI,IDA,CE-448,23.16,3.37,Fair
IRI,IDA,CE-448,23.18,2.86,Fair
IRI,IDA,CE-448,23.2,2.6,Good
IRI,IDA,CE-448,23.22,2.19,Good
IRI,IDA,CE-448,23.24,2.47,Good
IRI,IDA,CE-448,23.26,2.67,Good
IRI,IDA,CE-448,23.28,2.74,Fair
IRI,IDA,CE-448,23.3,4.39,Poor
IRI,IDA,CE-448,23.32,6.97,Very Poor
IRI,IDA,CE-448,23.34,3.44,Fair
IRI,IDA,CE-448,23.36,2.96,Fair
IRI,IDA,CE-448,23.38,2.41,Good
IRI,IDA,CE-448,23.4,2.31,Good
IRI,IDA,CE-448,23.42,1.99,Excellent
IRI,IDA,CE-448,23.44,2.75,Fair
IRI,IDA,CE-448,23.46,4.31,Poor
IRI,IDA,CE-448,23.48,3.17,Fair
IRI,IDA,CE-448,23.5,2.55,Good
IRI,IDA,CE-448,23.52,2.08,Good
IRI,IDA,CE-448,23.54,2.07,Good
IRI,IDA,CE-448,23.56,2.08,Good
IRI,IDA,CE-448,23.58,4.53,Poor
IRI,IDA,CE-448,23.6,2.37,Good
IRI,IDA,CE-448,23.62,2.34,Good
IRI,IDA,CE-448,23.64,2.83,Fair
IRI,IDA,CE-448,23.66,2.22,Good
IRI,IDA,CE-448,23.68,1.5,Excellent
IRI,IDA,CE-448,23.7,1.81,Excellent
IRI,IDA,CE-448,23.72,1.47,Excellent
IRI,IDA,CE-448,23.74,2.88,Fair
IRI,IDA,CE-448,23.76,2.57,Good
IRI,IDA,CE-448,23.78,2.19,Good
IRI,IDA,CE-448,23.8,2.32,Good
IRI,IDA,CE-448,23.82,2.17,Good
IRI,IDA,CE-448,23.84,1.98,Excellent
IRI,IDA,CE-448,23.86,1.42,Excellent
IRI,IDA,CE-448,23.88,3.17,Fair
IRI,IDA,CE-448,23.9,3.83,Poor
IRI,IDA,CE-448,23.92,2.59,Good
IRI,IDA,CE-448,23.94,2.02,Good
IRI,IDA,CE-448,23.96,2.41,Good
IRI,VOLTA,CE-448,24.26,18.02,Very Poor
IRI,VOLTA,CE-448,24.28,15.44,Very Poor
IRI,VOLTA,CE-448,24.3,7.45,Very Poor
IRI,VOLTA,CE-448,24.32,7.89,Very Poor
IRI,VOLTA,CE-448,24.34,16.12,Very Poor
IRI,VOLTA,CE-448,24.36,2.7,Good
IRI,VOLTA,CE-448,24.38,1.73,Excellent
IRI,VOLTA,CE-448,24.4,2.22,Good
IRI,VOLTA,CE-448,24.42,2.27,Good
IRI,VOLTA,CE-448,24.44,3.05,Fair
IRI,VOLTA,CE-448,24.46,1.94,Excellent
IRI,VOLTA,CE-448,24.48,2.7,Good
IRI,VOLTA,CE-448,24.5,2.51,Good
IRI,VOLTA,CE-448,24.52,2.24,Good
IRI,VOLTA,CE-448,24.54,3.25,Fair
IRI,VOLTA,CE-448,24.56,1.73,Excellent
IRI,VOLTA,CE-448,24.58,2.62,Good
IRI,VOLTA,CE-448,24.6,2.78,Fair
IRI,VOLTA,CE-448,24.62,3.49,Fair
IRI,VOLTA,CE-448,24.64,2.73,Fair
IRI,VOLTA,CE-448,24.66,2.18,Good
IRI,VOLTA,CE-448,24.68,2.45,Good
IRI,VOLTA,CE-448,24.7,5.03,Poor
IRI,VOLTA,CE-448,24.72,2.49,Good
IRI,VOLTA,CE-448,24.74,2.97,Fair
IRI,VOLTA,CE-448,24.76,2.55,Good
IRI,VOLTA,CE-448,24.78,3.37,Fair
IRI,VOLTA,CE-448,24.8,2.58,Good
IRI,VOLTA,CE-448,24.82,3.2,Fair
IRI,VOLTA,CE-448,24.84,4.81,Poor
IRI,VOLTA,CE-448,24.86,2.27,Good
IRI,VOLTA,CE-448,24.88,2.4,Good
IRI,VOLTA,CE-448,24.9,1.6,Excellent
IRI,VOLTA,CE-448,24.92,1.84,Excellent
IRI,VOLTA,CE-448,24.94,1.79,Excellent
IRI,VOLTA,CE-448,24.96,2.15,Good
IRI,VOLTA,CE-448,24.98,3.64,Poor
IRI,VOLTA,CE-448,25.0,1.97,Excellent
IRI,VOLTA,CE-448,25.02,3.33,Fair
IRI,VOLTA,CE-448,25.04,4.3,Poor
IRI,VOLTA,CE-448,25.06,2.63,Good
IRI,VOLTA,CE-448,25.08,2.43,Good
IRI,VOLTA,CE-448,25.1,1.57,Excellent
IRI,VOLTA,CE-448,25.12,2.34,Good
IRI,VOLTA,CE-448,25.14,2.82,Fair
IRI,VOLTA,CE-448,25.16,2.94,Fair
IRI,VOLTA,CE-448,25.18,2.36,Good
IRI,VOLTA,CE-448,25.2,1.79,Excellent
IRI,VOLTA,CE-448,25.22,2.06,Good
IRI,VOLTA,CE-448,25.24,2.18,Good
IRI,VOLTA,CE-448,25.26,2.33,Good
IRI,VOLTA,CE-448,25.28,3.08,Fair
IRI,VOLTA,CE-448,25.3,8.78,Very Poor
IRI,VOLTA,CE-448,25.32,3.03,Fair
IRI,VOLTA,CE-448,25.34,2.59,Good
IRI,VOLTA,CE-448,25.36,3.28,Fair
IRI,VOLTA,CE-448,25.38,2.29,Good
IRI,VOLTA,CE-448,25.4,4.12,Poor
IRI,VOLTA,CE-448,25.42,2.23,Good
IRI,VOLTA,CE-448,25.44,1.83,Excellent
IRI,VOLTA,CE-448,25.46,2.59,Good
IRI,VOLTA,CE-448,25.48,3.98,Poor
IRI,VOLTA,CE-448,25.5,3.39,Fair
IRI,VOLTA,CE-448,25.52,2.92,Fair
IRI,VOLTA,CE-448,25.54,2.61,Good
IRI,VOLTA,CE-448,25.56,4.12,Poor
IRI,VOLTA,CE-448,25.58,3.95,Poor
IRI,VOLTA,CE-448,25.6,2.55,Good
IRI,VOLTA,CE-448,25.62,2.72,Fair
IRI,VOLTA,CE-448,25.64,2.7,Good
IRI,VOLTA,CE-448,25.66,3.13,Fair
IRI,VOLTA,CE-448,25.68,3.29,Fair
IRI,VOLTA,CE-448,25.7,3.01,Fair
IRI,VOLTA,CE-448,25.72,1.88,Excellent
IRI,VOLTA,CE-448,25.74,1.51,Excellent
IRI,VOLTA,CE-448,25.76,2.17,Good
IRI,VOLTA,CE-448,25.78,2.25,Good
IRI,VOLTA,CE-448,25.8,3.02,Fair
IRI,VOLTA,CE-448,25.82,2.71,Fair
IRI,VOLTA,CE-448,25.84,1.87,Excellent
IRI,VOLTA,CE-448,25.86,2.01,Good
IRI,VOLTA,CE-448,25.88,2.46,Good
IRI,VOLTA,CE-448,25.9,1.98,Excellent
IRI,VOLTA,CE-448,25.92,2.41,Good
IRI,VOLTA,CE-448,25.94,5.49,Poor
IRI,VOLTA,CE-448,25.96,2.51,Good
IRI,VOLTA,CE-448,25.98,1.95,Excellent
IRI,VOLTA,CE-448,26.0,2.26,Good
IRI,VOLTA,CE-448,26.02,2.52,Good
IRI,VOLTA,CE-448,26.04,2.54,Good
IRI,VOLTA,CE-448,26.06,2.3,Good
IRI,VOLTA,CE-448,26.08,1.52,Excellent
IRI,VOLTA,CE-448,26.1,2.47,Good
IRI,VOLTA,CE-448,26.12,2.01,Good
IRI,VOLTA,CE-448,26.14,4.16,Poor
IRI,VOLTA,CE-448,26.16,2.11,Good
IRI,VOLTA,CE-448,26.18,2.12,Good
IRI,VOLTA,CE-448,26.2,1.71,Excellent
IRI,VOLTA,CE-448,26.22,2.49,Good
IRI,VOLTA,CE-448,26.24,2.07,Good
IRI,VOLTA,CE-448,26.26,1.88,Excellent
IRI,VOLTA,CE-448,26.28,1.32,Excellent
IRI,VOLTA,CE-448,26.3,1.99,Excellent
IRI,VOLTA,CE-448,26.32,3.49,Fair
IRI,VOLTA,CE-448,26.34,1.68,Excellent
IRI,VOLTA,CE-448,26.36,2.04,Good
IRI,VOLTA,CE-448,26.38,2.81,Fair
IRI,VOLTA,CE-448,26.4,1.78,Excellent
IRI,VOLTA,CE-448,26.42,2.25,Good
IRI,VOLTA,CE-448,26.44,1.83,Excellent
IRI,VOLTA,CE-448,26.46,2.13,Good
IRI,VOLTA,CE-448,26.48,2.8,Fair
IRI,VOLTA,CE-448,26.5,2.33,Good
IRI,VOLTA,CE-448,26.52,1.77,Excellent
IRI,VOLTA,CE-448,26.54,1.45,Excellent
IRI,VOLTA,CE-448,26.56,1.34,Excellent
IRI,VOLTA,CE-448,26.58,1.11,Excellent
IRI,VOLTA,CE-448,26.6,2.05,Good
IRI,VOLTA,CE-448,26.62,2.28,Good
IRI,VOLTA,CE-448,26.64,1.41,Excellent
IRI,VOLTA,CE-448,26.66,2.31,Good
IRI,VOLTA,CE-448,26.68,2.44,Good
IRI,VOLTA,CE-448,26.7,2.54,Good
IRI,VOLTA,CE-448,26.72,1.84,Excellent
IRI,VOLTA,CE-448,26.74,3.51,Poor
IRI,VOLTA,CE-448,26.76,1.91,Excellent
IRI,VOLTA,CE-448,26.78,1.56,Excellent
IRI,VOLTA,CE-448,26.8,3.29,Fair
IRI,VOLTA,CE-448,26.82,1.47,Excellent
IRI,VOLTA,CE-448,26.84,1.46,Excellent
IRI,VOLTA,CE-448,26.86,1.59,Excellent
IRI,VOLTA,CE-448,26.88,1.68,Excellent
IRI,VOLTA,CE-448,26.9,1.44,Excellent
IRI,VOLTA,CE-448,26.92,1.11,Excellent
IRI,VOLTA,CE-448,26.94,1.29,Excellent
IRI,VOLTA,CE-448,26.96,1.82,Excellent
IRI,VOLTA,CE-448,26.98,2.05,Good
IRI,VOLTA,CE-448,27.0,3.11,Fair
IRI,VOLTA,CE-448,27.02,5.08,Poor
IRI,VOLTA,CE-448,27.04,1.91,Excellent
IRI,VOLTA,CE-448,27.06,1.91,Excellent
IRI,VOLTA,CE-448,27.08,2.85,Fair
IRI,VOLTA,CE-448,27.1,3.02,Fair
IRI,VOLTA,CE-448,27.12,1.56,Excellent
IRI,VOLTA,CE-448,27.14,2.29,Good
IRI,VOLTA,CE-448,27.16,2.32,Good
IRI,VOLTA,CE-448,27.18,1.62,Excellent
IRI,VOLTA,CE-448,27.2,2.0,Excellent
IRI,VOLTA,CE-448,27.22,2.14,Good
IRI,VOLTA,CE-448,27.24,2.06,Good
IRI,VOLTA,CE-448,27.26,2.41,Good
IRI,VOLTA,CE-448,27.28,3.06,Fair
IRI,VOLTA,CE-448,27.3,2.37,Good
IRI,VOLTA,CE-448,27.32,5.15,Poor
IRI,VOLTA,CE-448,27.34,3.17,Fair
IRI,VOLTA,CE-448,27.36,1.25,Excellent
IRI,VOLTA,CE-448,27.38,1.38,Excellent
IRI,VOLTA,CE-448,27.4,2.01,Good
IRI,VOLTA,CE-448,27.42,1.8,Excellent
IRI,VOLTA,CE-448,27.44,1.98,Excellent
IRI,VOLTA,CE-448,27.46,2.17,Good
IRI,VOLTA,CE-448,27.48,2.05,Good
IRI,VOLTA,CE-448,27.5,2.56,Good
IRI,VOLTA,CE-448,27.52,2.15,Good
IRI,VOLTA,CE-448,27.54,2.09,Good
IRI,VOLTA,CE-448,27.56,2.24,Good
IRI,VOLTA,CE-448,27.58,2.15,Good
IRI,VOLTA,CE-448,27.6,2.24,Good
IRI,VOLTA,CE-448,27.62,3.02,Fair
IRI,VOLTA,CE-448,27.64,2.31,Good
IRI,VOLTA,CE-448,27.66,1.81,Excellent
IRI,VOLTA,CE-448,27.68,2.36,Good
IRI,VOLTA,CE-448,27.7,2.28,Good
IRI,VOLTA,CE-448,27.72,3.13,Fair
IRI,VOLTA,CE-448,27.74,1.81,Excellent
IRI,VOLTA,CE-448,27.76,2.07,Good
IRI,VOLTA,CE-448,27.78,2.46,Good
IRI,VOLTA,CE-448,27.8,1.79,Excellent
IRI,VOLTA,CE-448,27.82,2.31,Good
IRI,VOLTA,CE-448,27.84,2.26,Good
IRI,VOLTA,CE-448,27.86,1.88,Excellent
